AddressID,City,PostalCode,Country
741,"VÃ¥rgÃ¥rda","3284465","Sweden"
742,"Vilar","987038","Portugal"
743,"Grand Junction","387 01","United States"
744,"Birmingham","3950427","United States"
745,"Rio Claro","4005164","Trinidad and Tobago"
746,"Villeneuve-lÃ¨s-Avignon","381079","France"
747,"Aloja","692805","Latvia"
748,"Inyati","33655","Zimbabwe"
749,"Porto Formoso","166926","Portugal"
750,"Amparo","168527","Brazil"
751,"Ja Ela","170127","Sri Lanka"
752,"Libertador General San MartÃ­n","3329161","Argentina"
753,"GosÃ« e Madhe","388 01","Albania"
754,"Ayacucho","4114637","Peru"
755,"Itapissuma","381079","Brazil"
756,"Log pri Brezovici","692806","Slovenia"
757,"ÅŒbu","649636","Japan"
758,"San Francisco","33656","Colombia"
759,"Pilluana","353752","Peru"
760,"Smoky Lake","171728","Canada"
761,"Sokhumi","993006","Georgia"
762,"Koua","389 01","Comoros"
763,"Chicago","4169373","United States"
764,"Tomakivka","381079","Ukraine"
765,"Garmeh","692807","Iran"
766,"Kota Bharu","649636","Malaysia"
767,"Novyy Starodub","33657","Ukraine"
768,"Skara","649636","Sweden"
769,"Berbera","176529","Somalia"
770,"SzÃ©kesfehÃ©rvÃ¡r","178130","Hungary"
771,"Å irvintos","179730","Lithuania"
772,"PrzyborÃ³w","993007","Poland"
773,"Criuleni","3507947","Moldova"
774,"Bukowiec","987039","Poland"
775,"Ginowan","4278846","Japan"
776,"Lac du Bonnet","4333583","Canada"
777,"Pompano Beach","381079","United States"
778,"Ranot","692808","Thailand"
779,"AlenÃ§on","33658","France"
780,"SzamotuÅ‚y","649636","Poland"
781,"Moinhos","353754","Portugal"
782,"FlorianÃ³polis","184532","Brazil"
783,"Vera","3597340","Argentina"
784,"Nossa Senhora do Socorro","987039","Brazil"
785,"Litein","391 01","Kenya"
786,"Grzechynia","4388319","Poland"
787,"Dedza","4443056","Malawi"
788,"Homa Bay","381080","Kenya"
789,"Atlanta","692809","United States"
790,"Laramate","649636","Peru"
791,"VysokÃ© nad Jizerou","33659","Czech Republic"
792,"Verkhniy Dashkesan","649636","Azerbaijan"
793,"Wassa-Akropong","391 01","Ghana"
794,"Garagoa","187733","Colombia"
795,"Nowlamary","993007","Bangladesh"
796,"Mirabel","3686733","Canada"
797,"Newport Beach","3731429","United States"
798,"Chiantla","392 01","Guatemala"
799,"Keruguya","4497792","Kenya"
800,"Fojo","381080","Portugal"
801,"BouÃ§as","692810","Portugal"
802,"Rennes","649636","France"
803,"VÃ¤nnÃ¤s","33660","Sweden"
804,"PiÃ±as","649636","Ecuador"
805,"Napoli","392 01","Italy"
806,"Karaundi","190934","Pakistan"
807,"Buffalo","192534","United States"
808,"Trujillo","3776125","Honduras"
809,"Condado","3820822","Cuba"
810,"Samamiya","987039","Nigeria"
811,"Decatur","393 01","United States"
812,"NahrÄ«n","4607265","Afghanistan"
813,"Balboa","4662002","Colombia"
814,"Sucre","692811","Ecuador"
815,"MethÃ³ni","649636","Greece"
816,"Tinampo","33661","Philippines"
817,"Cercal","353757","Portugal"
818,"Gomel","3865518","Belarus"
819,"Villa de Soto","3910215","Argentina"
820,"Swan Hills","381080","Canada"
821,"Kafr BaÅ£nÄ","692812","Syria"
822,"Olszyna","649636","Poland"
823,"Farinheiras","33662","Portugal"
824,"Ystad","353758","Sweden"
825,"Noling","394 01","Philippines"
826,"Marull","200536","Argentina"
827,"NghÄ©a HÃ nh","3954911","Vietnam"
828,"San Francisco","395 01","United States"
829,"DobÅ™Ã­v","381080","Czech Republic"
830,"Richky","649637","Ukraine"
831,"Niquero","33663","Cuba"
832,"LenÃ§Ã³is Paulista","649637","Brazil"
833,"San Pedro de Atacama","395 01","Chile"
834,"Å avnik","206938","Montenegro"
835,"Kudahuvadhoo","4044304","Maldives"
836,"Toledo","4089000","Spain"
837,"Cabog","987039","Philippines"
838,"Kajatian","396 01","Philippines"
839,"Gustavia","4935684","Saint Barthelemy"
840,"Barrancas","4990421","Colombia"
841,"Hamburg Bramfeld","381080","Germany"
842,"Cruces","649637","Cuba"
843,"Sam Roi Yot","33664","Thailand"
844,"Chust Shahri","353760","Uzbekistan"
845,"Clifden","213340","Ireland"
846,"SkÃ¶vde","993007","Sweden"
847,"Presa","4178393","Portugal"
848,"TÃ¢y Há»“","987039","Vietnam"
849,"ÐœÐ°Ñ‚ÐµÑ˜Ñ‡Ðµ","397 01","Macedonia"
850,"Tojeira","5045157","Portugal"
851,"Qiryat Yam","5099894","Israel"
852,"Motupe","381080","Peru"
853,"Perrelos","649637","Philippines"
854,"JesÃºs MarÃ­a","353761","Argentina"
855,"Oral","397 01","Kazakhstan"
856,"Otjiwarongo","214941","Namibia"
857,"MorfovoÃºni","4223089","Greece"
858,"Enzan","4267786","Japan"
859,"Hatsâ€™avan","987039","Armenia"
860,"DolnÃ­ DvoÅ™iÅ¡tÄ›","398 01","Czech Republic"
861,"Bazar-Korgon","5154630","Kyrgyzstan"
862,"DÅ« LaÄ«nah","5209367","Afghanistan"
863,"Washington","381080","United States"
864,"DÄrchulÄ","692816","Nepal"
865,"Wang Nam Khiao","649637","Thailand"
866,"Kasese","649637","Uganda"
867,"Ribas do Rio Pardo","353762","Brazil"
868,"Pul-e SangÄ«","219742","Afghanistan"
869,"Tuburan","222943","Philippines"
870,"Kostanay","4357179","Kazakhstan"
871,"Novi Slankamen","399 01","Serbia"
872,"Cayambe","5264103","Ecuador"
873,"Bapska","5318840","Croatia"
874,"Nong Saeng","649637","Thailand"
875,"TanÅ«mah","399 01","Saudi Arabia"
876,"Kushtia","224544","Bangladesh"
877,"TraganÃ³n","226144","Greece"
878,"Royan","227745","France"
879,"Helsingborg","4401875","Sweden"
880,"Lupao","4446571","Philippines"
881,"MompÃ³s","987040","Colombia"
882,"Hanggan","400 01","Philippines"
883,"Orikum","5373576","Albania"
884,"Cruz","5428313","Portugal"
885,"Naryn","381080","Kyrgyzstan"
886,"ViÃ±ales","692818","Cuba"
887,"Posse","649637","Brazil"
888,"Mundolsheim","649637","France"
889,"MutÄ KhÄn","353764","Afghanistan"
890,"Villa del Rosario","400 01","Colombia"
891,"InÄukalns","230946","Latvia"
892,"KavallÃ¡ri","232546","Greece"
893,"Aix-en-Provence","993008","France"
894,"New Pandanon","5483049","Philippines"
895,"LidingÃ¶","649637","Sweden"
896,"Hallsberg","649637","Sweden"
897,"Rouen","353765","France"
898,"PÃ­ritu","234147","Venezuela"
899,"Lazaro Cardenas","235747","Mexico"
900,"Kortowo","237348","Poland"
901,"VargÃ¶n","993008","Sweden"
902,"Urcos","4580661","Peru"
903,"LÃ©rida","4625357","Colombia"
904,"North Bay","987040","Canada"
905,"ÅŒdachÅ-Åda","5592522","Japan"
906,"Iranduba","381081","Brazil"
907,"Tabatinga","692820","Brazil"
908,"Masipi West","33670","Philippines"
909,"Uyutne","649637","Ukraine"
910,"La Clotilde","402 01","Argentina"
911,"Aulnay-sous-Bois","240548","France"
912,"Babice","242149","Poland"
913,"Thatta","4714750","Pakistan"
914,"Salogon","987040","Philippines"
915,"Foundiougne","5756732","Senegal"
916,"DzÃ¼Ã¼nkharaa","381081","Mongolia"
917,"Yachimata","692821","Japan"
918,"Kota Kinabalu","649637","Malaysia"
919,"Nuits-Saint-Georges","353767","France"
920,"Pavlysh","243749","Ukraine"
921,"Santa Maria","245350","Brazil"
922,"Zdenci","246950","Croatia"
923,"VelkÃ© Pavlovice","993008","Czech Republic"
924,"ÅÄ™knica","4759446","Poland"
925,"Qalâ€˜at BÄ«shah","404 01","Saudi Arabia"
926,"Florencia","5811468","Colombia"
927,"Oslo","692822","Norway"
928,"TeresÃ³polis","649637","Brazil"
929,"Kanbe","649637","Myanmar"
930,"KhÄndbÄri","353768","Nepal"
931,"Fairbanks","404 01","United States"
932,"Pasadena","248551","United States"
933,"Barra","250151","Philippines"
934,"PÃ©rigny","251752","France"
935,"Panacan","993008","Philippines"
936,"Ujar","987040","Azerbaijan"
937,"Maszkienice","405 01","Poland"
938,"Corralito","5920941","Argentina"
939,"Malie","5975678","Samoa"
940,"Vom","381081","Nigeria"
941,"ShÄ«eli","692823","Kazakhstan"
942,"Ã‰pinal","649638","France"
943,"Vimmerby","353769","Sweden"
944,"Ipojuca","253352","Brazil"
945,"MaracanaÃº","256553","Brazil"
946,"Malinta","4938232","Philippines"
947,"Santa Cruz","4982928","United States"
948,"Correia Pinto","987040","Brazil"
949,"Almafuerte","6030414","Argentina"
950,"SzydÅ‚owo","692824","Poland"
951,"Syanno","649638","Belarus"
952,"Mesopotam","353770","Albania"
953,"Rislane","258154","Morocco"
954,"Tiblawan","259754","Philippines"
955,"Takayama","993008","Japan"
956,"Siparia","5027625","Trinidad and Tobago"
957,"BÄ›lÃ¡ pod BezdÄ›zem","407 01","Czech Republic"
958,"Abuko","381081","Gambia"
959,"VÃ¤nersborg","692825","Sweden"
960,"Limbe","649638","Cameroon"
961,"Salt Lake City","353771","United States"
962,"Ahmadpur SiÄl","262955","Pakistan"
963,"Pateh Sam","266156","Gambia"
964,"Kerikeri","993008","New Zealand"
965,"Vanadzor","5117017","Armenia"
966,"JacareÃ­","649638","Brazil"
967,"Torres","353772","Brazil"
968,"Changnyeong","408 01","South Korea"
969,"KhÄnaqÄh","267757","Afghanistan"
970,"ChhÄgalnÄiya","270958","Bangladesh"
971,"Fonte Boa da Brincosa","993008","Portugal"
972,"Daszewice","5206410","Poland"
973,"Augsburg","6358833","Germany"
974,"Sitrah","381081","Bahrain"
975,"Forbach","692827","France"
976,"Nowe Grocholice","649638","Poland"
977,"Sete Lagoas","33677","Brazil"
978,"Saint-AndrÃ©-Avellin","353773","Canada"
979,"Fernando Gutierrez Barrios","409 01","Mexico"
980,"New York City","9930031","USA"
981,"Buffalo","216282","USA"
982,"Rochester","663246","USA"
983,"Yonkers","9870352","USA"
984,"Syracuse","351 01","USA"
985,"Albany","93995","USA"
986,"New Rochelle","641360","USA"
987,"Mount Vernon","3810760","USA"
988,"Schenectady","692769","USA"
989,"Utica","6496326","USA"
990,"White Plains","33619","USA"
991,"Hempstead","6496326","USA"
992,"Troy","353715","USA"
993,"Niagara Falls","351 01","USA"
994,"Binghamton","353715","USA"
995,"Freeport","910008","USA"
996,"Kiryas Joel","33619","USA"
997,"Valley Stream","9930032","USA"
998,"Long Beach","1110210","USA"
999,"Spring Valley","1557174","USA"
1000,"Poughkeepsie","9870353","USA"
1001,"Rome","352 01","USA"
1002,"Ithaca","1188725","USA"
1003,"Middletown","1736090","USA"
1004,"Port Chester","3810761","USA"
1005,"North Tonawanda","692770","USA"
1006,"Harrison","6496327","USA"
1007,"Newburgh","33620","USA"
1008,"Saratoga Springs","6496327","USA"
1009,"Jamestown","353716","USA"
1010,"BanÄ« an NahÄrÄ«","357 01","Yemen"
1011,"NÄlchiti","6496333","Bangladesh"
1012,"LadhewÄla WarÄich","9870360","Pakistan"
1013,"Dowr-e RabÄÅ£","9930041","Afghanistan"
1014,"ShÄ«rvÄn","7409904666","Iran"
1015,"WÄling","20346500","Nepal"
1016,"Kallar KahÄr","6496344","Pakistan"
1017,"KoryÄany","8850336666","Czech Republic"
1018,"MukÅ","692791","Japan"
1019,"KlenÄÃ­ pod ÄŒerchovem","377 01","Czech Republic"
1020,"SÃ£o Martinho de Ãrvore","25246266","Portugal"
1021,"Alah SÄy","1349172866","Afghanistan"
1022,"ShÄzand","9930062","Iran"
1023,"HiratachÅ","1637259266","Japan"
1024,"Kafr BaÅ£nÄ","692812","Syria"
1025,"DÄrchulÄ","692816","Nepal"
1026,"MutÄ KhÄn","353764","Afghanistan"
1027,"InÄukalns","2309460866","Latvia"
1028,"ÅŒdachÅ-Åda","55925225","Japan"
1029,"ÅÄ™knica","47594466","Poland"
1030,"KhÄndbÄri","353768","Nepal"
1031,"Ahmadpur SiÄl","2629556866","Pakistan"
1032,"KhÄnaqÄh","2677571266","Afghanistan"
1033,"ChhÄgalnÄiya","2709580866","Bangladesh"
